Image; Model; Series; Yen Price; Release Date; Notes;Type
Rg_zeta_boxart.jpg;MSZ-006 Zeta Gundam;Mobile Suit Zeta Gundam;¥3,000;2012 November;First transformable MS in the RG series. Shield features missile pod as seen in the ''Zeta Gundam'' compilation films. Includes grenade launcher packs, Action Base 2 adapter for MS and Wave Rider modes and Kamille Bidan figurine. Advanced MS Joint 6, closed fists, right trigger hand, left open hand;RG
RG_Box_-_GP01_Zephyranthes.jpg;Gundam GP01 Zephyranthes;Mobile Suit Gundam 0083: Stardust Memory;¥2,500;2013 July;Features the Core Block Transformation and Combination System. Includes fully transformable FF-XII Core Fighter II and Kou Uraki (EFSF uniform) figurine. Advanced MS Joint 5, closed fists, right trigger hand, left shield carrying hand;RG
RG_Box_-_GP01FB_Full_Burnern.jpg;Gundam GP01Fb Full Burnern;Mobile Suit Gundam 0083: Stardust Memory;¥2,500;2013 July;Parts variant of RG-12. Includes fully transformable FF-XII-Fb Core Fighter II Full Burnern and Kou Uraki (flight jacket) figurine. Advanced MS Joint 5, closed fists, right trigger hand, left shield carrying hand;RG
RG_Strike_Freedom_Gundam_Boxart.png;ZGMF-X20A Strike Freedom Gundam;Mobile Suit Gundam SEED Destiny;¥3,000;2013 November;First RG kit with gold-colored Advanced MS Joint parts and chrome plated parts. Also the first RG kit to use a base adapter that is compatible with both Action Base 1 and 2, as well as peg-based display stands. Includes Kira Yamato figurine. Advanced MS Joint 4, closed fists, trigger hands, open hands;RG
RG_Gundam_Exia.jpg;GN-001 Gundam Exia;Mobile Suit Gundam 00;¥2,500;2014 April;First release from the Anno Domini timeline. Features chrome plated GN Swords. Includes Setsuna F. Seiei figurine. Advanced MS Joint 7, closed fists, trigger hands, open hands;RG
Wing_Gundam_Zero_EW_Boxart.jpg;XXXG-00W0 Wing Gundam Zero EW;New Mobile Report Gundam Wing: Endless Waltz;¥2,500;2014 December;First release from the After Colony timeline. Includes Heero Yuy figurine. Advanced MS Joint 9, closed fists, trigger hands, open hands;RG
RG_00_Raiser_Boxart.jpg;GN-0000+GNR-010 00 Raiser;Mobile Suit Gundam 00;¥3,000;2015 April;Includes parts to create the 00 Raiser GN Condenser Type from ''Mobile Suit Gundam 00 The Movie -A wakening of the Trailblazer-'', Setsuna F. Seiei and Saji Crossroad figurines. Advanced MS Joint 7, closed fists, trigger hands, open hands;RG
RG_Wing_Gundam_EW.jpg;XXXG-01W Wing Gundam EW;New Mobile Report Gundam Wing Endless Waltz: The Glory of Losers;¥2,500;2016 January;Parts and color variant of RG-17. Fully transformable kit. Includes Action Base 2 adapter for Bird Mode and Heero Yuy figurine. Also includes attachment part for the ''Monthly Gundam ACE'' February 2015 exclusive Drei Zwerg kit. Advanced MS Joint 9, closed fists, trigger hands, open hands;RG
RGUnicornGundam.jpg; RX-0 Unicorn Gundam;Mobile Suit Gundam Unicorn;¥3,800;2017 August;Transforms from Unicorn Mode to Destroy Mode with minor parts-forming on the head and feet. MS Joint features clear colored parts. Includes optional non-transformable antennas in Unicorn and Destroy Modes and Banagher Links figurine. Released to coincide with the grand opening of The Gundam Base Tokyo and as part of the Gunpla Evolution Project. Advanced MS Framework (Combination of Advanced MS Joint, with Lock and Link mechanisms), Closed fists, trigger hands, open hands;RG
RG_Johnny_Ridden's_Zaku_II.jpg;MS-06R-2 Johnny Ridden's Zaku II;Mobile Suit Variations;¥3,000;2017 November;Parts and color variant of RG-02. Includes Johnny Ridden figurine. Advanced MS Joint 2, closed fists, trigger hands, open hands;RG
RG_Full_Armor_Unicorn_Gundam.jpg;RX-0 Full Armor Unicorn Gundam;Mobile Suit Gundam Unicorn;¥5,400;2018 December;Enhanced version of RG-25 with green psychoframe. Includes Hyper Beam Javelin. Largest and most expensive RG retail kit to date.  Advanced MS Framework, Closed fists, trigger hands, open hands;RG
RG-UnicornGundam02BansheeNorn.jpg;RX-0[N] Unicorn Gundam 02 Banshee Norn;Mobile Suit Gundam Unicorn;¥4,000;2018 February;Parts and color variant of RG-25 with yellow psychoframe. Transforms from Unicorn Mode to Destroy Mode with minor parts-forming on the head and feet. MS Joint features clear colored parts. Includes optional non-transformable antennas in Unicorn and Destroy Modes and Riddhe Marcenas figurine. As an undocumented feature, includes all parts to create RX-0 Unicorn Gundam 02 Banshee featured in Mobile Suit Gundam Unicorn (Novel), which can be built by following RG-25's instructions for all steps except for the head. Advanced MS Framework, Closed fists, trigger hands, open hands;RG
RG_Tallgeese_EW.jpg;OZ-00MS Tallgeese EW;New Mobile Report Gundam Wing: Endless Waltz;¥2,500;2018 April;Includes Zechs Merquise figurine and additional clear blades for the beam sabers.  Advanced MS Joint 12 (limited - arms, feet and knees only). Closed fists, trigger hands, right angled-wrist holding hand, open hands;RG
RG_Sinanju.jpg;MSN-06S Sinanju;Mobile Suit Gundam Unicorn;¥3,800;2016 August;Third non-Gundam release. Features gloss coating and gold chrome plated parts. Includes Full Frontal figurine.  Advanced MS Joint 5, holding hands, left open hand;RG
RG_Gundam_Astray_Gold_Frame_Amatsu_Mina.jpg;MBF-P01-Re2AMATU Gundam Astray Gold Frame Amatsu Mina;Mobile Suit Gundam SEED Astray;¥3,000;2017 March;"Parts and color variant of RG-19. Features gloss coated armor parts. Includes clear adjustable stand for ""Magashira no Hoko"" Harpoon and Rondo Mina Sahaku figurine. Advanced MS Joint 10 (right arm is a custom assembly), Left left closed fist, holding hands, open hands";RG
Img_48868_2.jpg;MSM-07S Z'Gok (Char Aznable's Use);Mobile Suit Gundam;¥2,500;2014 July;First and only aquatic MS in the RG line. Includes Char Aznable figurine. Advanced MS Joint 8, Three-pronged Z'Gok claws, four-pronged Z'Gok claws;RG
Fx-550-rg.jpg;FX-550 Skygrasper (Launcher/Sword Pack);Mobile Suit Gundam SEED;¥2,500;2012 February;First RG add-on release. Includes Sword and Launcher Striker Packs for RG-03 and Striker Pack hanger for Action Base. N/A, Trigger hands for RG-03;RG
RG_RX-78-2_Gundam_Clear_Mechanical_Ver.jpg; RX-78-2 Gundam Clear Mechanical Ver.;Mobile Suit Gundam;¥2,500;2011 November;Gunpla Expo World Tour 2011 exclusive clear armor variant of RG-01. Advanced MS Joint 1;RG
RGGundam-GFT.jpg; RX-78-2 Gundam Ver.GFT;Mobile Suit Gundam;¥2,800;2012 July;Gundam Front Tokyo exclusive re-release of RG-01 with a BA-1 display base and adapter to replicate the floating pose on the venue's promotional posters, as well as Magnetic Coating joint parts, a floating Amuro Ray figurine, and an extra marking sheet of the 1/1 scale Gundam statue's 2012 livery. Advanced MS Joint 1;RG
RG_GAT-X105_Strike_Gundam.jpg; GAT-X105 Strike Gundam;Mobile Suit Gundam SEED;¥2,100;2012 March;P-Bandai exclusive re-release of RG-03 without the AQM/E-X01 Aile Striker. Advanced MS Joint 3;RG
RGStrikeGundam-Deactive.jpg; GAT-X105 Strike Gundam Deactive Mode;Mobile Suit Gundam SEED;¥2,100;2012 March;P-Bandai exclusive color variant of RG-03 without the AQM/E-X01 Aile Striker. Advanced MS Joint 3;RG
Gunpla_HGUC_GDfenz-FlyArmor_box.jpg;Flyingarmor;Mobile Suit Zeta Gundam;¥1,700;2012 May;P-Bandai exclusive re-release of accessories originally from HGUC-35 and HGUC-53 with additional marking sheet. Includes adapter to fit G-Defenser into the backpack of RG-07/RG-08. N/A;RG
RG_Freedom_Gundam_Deactive_Mode.jpg; ZGMF-X10A Freedom Gundam Deactive Mode;Mobile Suit Gundam SEED;¥2,500;2012 May;P-Bandai exclusive color variant of RG-05. Advanced MS Joint 4;RG
RGJusticeGundam-Deactive.jpg; ZGMF-X09A Justice Gundam Deactive Mode;Mobile Suit Gundam SEED;¥2,500;2012 September;P-Bandai exclusive color variant of RG-09. Advanced MS Joint 4;RG
RG-Zaku-GFT.jpg;MS-06S Zaku II (Char Aznable's Custom) Ver.GFT;Mobile Suit Gundam;¥2,500;2013 April;Gundam Front Tokyo exclusive gloss color variant of RG-02, with an additional marking sheet. Advanced MS Joint 2;RG
RG_Amuro's_Zeta.jpg;MSZ-006-3 Zeta Gundam;Gundam Evolve;¥3,200;2013 April;P-Bandai exclusive color variant of RG-10, uses duplicate runners to achieve the proper color scheme. Includes custom marking sheet. Advanced MS Joint 6;RG
RG_Destiny_Gundam_Effect_Unit_Wing_of_Light.jpg; ZGMF-X42S Destiny Gundam Effect Unit Wing of Light;Mobile Suit Gundam SEED Destiny;¥1,500;2013 April;P-Bandai exclusive effects kit for RG-11.  N/A;RG
RG_Strike_Freedom_Gundam_Effect_Unit_Wing_of_the_Skies.jpg; ZGMF-X20A Strike Freedom Gundam Effect Unit Wing of the Skies;Mobile Suit Gundam SEED Destiny;¥1,800;2013 December;P-Bandai exclusive accessory and effects kit for RG-14.  N/A;RG
RGStrikeRougeIWSP.jpg;MBF-02 Strike Rouge + I.W.S.P.;Mobile Suit Gundam SEED;¥3,000;2013 January;P-Bandai exclusive color variant of RG-03 with accessory originally offered in HGSEED MSV-01. Advanced MS Joint 3;RG
RX-78-2_Gundam_Ver._Gundam_Docks_HK.jpg; RX-78-2 Gundam Ver. GUNDAM docks at Hong Kong;Mobile Suit Gundam; HK$260;2013 July;Gundam Docks at Hong Kong exclusive re-release of RG-01 with special marking sheet.  Advanced MS Joint 1;RG
RG_Zaku_II_(Char_Aznable_Custom)_Gundam_Docks_at_Hong_Kong.jpg;MS-06S Zaku II (Char Aznable's Custom) Ver. GUNDAM docks at Hong Kong;Mobile Suit Gundam; HK$260;2013 July;Gundam Docks at Hong Kong exclusive re-release of RG-02 with special marking sheet.  Advanced MS Joint 2;RG
RGZaku-RealType.jpeg; MS-06F Zaku II Realtype Color Ver.;Mobile Suit Gundam; US$45.00;2013 July;San Diego Comic-Con International 2013 exclusive color variant of RG-04. Includes additional marking sheet.  Advanced MS Joint 2;RG
RGDestinyGundam-HeineWestenfluss.jpg;ZGMF-X42S-REVOLUTION Destiny Gundam Heine Westenfluss Color Ver.;Mobile Suit Gundam SEED Destiny;¥2,500;2013 June;Gunpla Expo World Tour 2013 exclusive color variant of RG-11.  Advanced MS Joint 4;RG
RG_Destiny_Gundam_Heine_Westenfluss_Color_Plated_Ver.jpg;ZGMF-X42S-REVOLUTION Destiny Gundam Heine Westenfluss Color Plated Ver.;Mobile Suit Gundam SEED Destiny; N/A;2013 March;Mobile Suit Gundam EXTREME VS-FORCE exclusive color chrome plated variant of RG ZGMF-X42S-REVOLUTION Destiny Gundam Heine Westenfluss Color Ver. Offered as a prize for Mobile Suit Gundam EXTREME VS-FORCE Limited Gunpla Gift Campaign. Limited to 100 units.  Advanced MS Joint 4;RG
RG_Zeta_Gundam_Clear_Color.jpg; MSZ-006 Zeta Gundam Clear Color Ver.;Mobile Suit Zeta Gundam;¥3,000;2013 November;Gunpla Expo World Tour 2013 exclusive clear color variant of RG-10.  Advanced MS Joint 6;RG
RG_Destiny_Gundam_(Deactive_Mode).jpg; ZGMF-X42S Destiny Gundam Deactive Mode;Mobile Suit Gundam SEED Destiny;¥2,500;2013 September;P-Bandai exclusive color variant of RG-11.  Advanced MS Joint 4;RG
RG_GN_Arms_Type-E_Real_Color_Ver.jpg; GNR-001E GN Arms Type-E [Real Color Ver.];Mobile Suit Gundam 00;¥4,300;2014 April;P-Bandai exclusive accessory kit for RG-15. Color variant of HG00-13 without Gundam Exia, comes with additional marking sheet.  N/A;RG
RG_RX-78-2_Gundam_&_Zaku_II_Head.jpg; 1/144 RX-78-2 Gundam & 1/35 MS-06S Char's Zaku II Head [Premium Ver.];Mobile Suit Gundam;¥5,500;2014 August;P-Bandai exclusive boxed set containing pearl color variant of RG-01 and 1/35 scale MS-06S Zaku II head (parts and color variant of Zaku head from UCHG-02). Includes hilltop display base. Advanced MS Joint 1;RG
RGStrikeFreedomGundam-ClearColor.jpg; ZGMF-X20A Strike Freedom Gundam Clear Color Ver.;Mobile Suit Gundam SEED Destiny;¥3,000;2014 August;Chara Hobby 2014 C3×HOBBY exclusive clear color variant of RG-14.  Advanced MS Joint 4;RG
N/A;XXXG-00W0 Wing Gundam Zero EW Option Parts for Twin Buster Rifle;New Mobile Report Gundam Wing: Endless Waltz;¥1,500;2014 December;''Gundam ACE'' February 2015 issue exclusive accessory kit for RG-17. Includes Messer Zwerg/Drei Zwerg Buster and support stand.  N/A;RG
RG_Gundam_Exia_Trans-Am_Gloss_Injection_Ver..jpg; GN-001 Gundam Exia (Trans-Am Mode) Gloss Injection Ver.;Mobile Suit Gundam 00;¥2,500;2014 July;P-Bandai exclusive color variant of RG-15.  Advanced MS Joint 7;RG
RGGundamAstraea.jpg; GNY-001 Gundam Astraea;Mobile Suit Gundam 00P;¥1,900;2014 July;P-Bandai exclusive accessory kit to convert RG-15 into GNY-001 Gundam Astraea.  N/A;RG
RGStrikeFreedomGundam-Deactive.jpg; ZGMF-X20A Strike Freedom Gundam Deactive Mode;Mobile Suit Gundam SEED Destiny;¥3,000;2014 March;P-Bandai exclusive color variant of RG-14.  Advanced MS Joint 4;RG
RG_Gundam_Exia_Repair_Parts.jpg; GN-001RE Gundam Exia Repair;Mobile Suit Gundam 00;¥1,600;2014 May;P-Bandai exclusive accessory kit to convert RG-15 into GN-001RE Gundam Exia Repair.  N/A;RG
RG_Gundam_Exia_Extra_Finish_Ver.jpg; GN-001 Gundam Exia Extra Finish Ver.;Mobile Suit Gundam 00;¥4,500;2014 November;Gunpla Expo 2014 exclusive metallic color variant of RG-15.  Advanced MS Joint 7;RG
RG_Gundam_Astraea_Type_F.jpg; GNY-001F Gundam Astraea Type F;Mobile Suit Gundam 00F;¥4,300;2014 October;P-Bandai exclusive color variant of RG-15 and RG GNY-001 Gundam Astraea. Includes parts to create GNY-001F2 Gundam Astraea Type F2.  Advanced MS Joint 7;RG
RG_Casval's_Gundam.jpg; RX-78/C.A. Casval's Gundam;Mobile Suit Gundam Gihren's Greed;¥2,500;2014 September;P-Bandai exclusive color variant of RG-01.  Advanced MS Joint 1;RG
RG_G-3_Gundam.jpg;RX-78-3 G-3 Gundam;Mobile Suit Variations;¥2,500;2015 April;P-Bandai exclusive color variant of RG-01.  Advanced MS Joint 1;RG
Gunpla_RG_ZGok_box.jpg;MSM-07 Z'Gok;Mobile Suit Gundam;¥2,500;2015 August;P-Bandai exclusive color variant of RG-16.  Advanced MS Joint 8;RG
RGWingZero-PearlGloss.jpg; XXXG-00W0 Wing Gundam Zero EW Pearl Gloss Ver.;New Mobile Report Gundam Wing: Endless Waltz;¥2,500;2015 August;Chara Hobby 2015 C3×HOBBY exclusive gloss color variant of RG-17.  Advanced MS Joint 9;RG
RGWingZero-HK.jpg; XXXG-00W0 Wing Gundam Zero EW Ver. GUNDAM docks at Hong Kong II;New Mobile Report Gundam Wing: Endless Waltz; HK$250;2015 August;Gundam Docks at Hong Kong II exclusive re-release of RG-17 with special marking sheet and display base.  Advanced MS Joint 9;RG
RG_Gundam_Astray_Blue_Frame.jpg; MBF-P03 Gundam Astray Blue Frame;Mobile Suit Gundam SEED Astray;¥3,000;2015 December;"P-Bandai exclusive color variant of RG-19, with ""Gerbera Straight"" katana replaced by recoilless rifle. Comes with Gai Murakumo figurine.  Advanced MS Joint 10";RG
RG_Meteor_Unit.jpg;METEOR Unit;Mobile Suit Gundam SEED/Mobile Suit Gundam SEED Destiny;¥6,500;2015 December;P-Bandai exclusive accessory kit for RG-05, RG-09, and RG-14, originally released with HGSEED-16. Includes additional marking sheet.  N/A;RG
Wing_Gundam_Zero_Custom_EW_'Seraphim_Feather'_Effect_Parts_Set.jpg;" XXXG-00W0 Wing Gundam Zero EW Expansion Effect Unit ""Seraphim Feather""";New Mobile Report Gundam Wing: Endless Waltz;¥1,500;2015 February;P-Bandai exclusive effects kit for RG-17. Includes a clear black Action Base 3.  N/A;RG
RG_Gundam_Clear_Color_Ver._-The_Art_of_Gundam_Limited_Edition-.jpg; RX-78-2 Gundam Color Clear;Mobile Suit Gundam;¥4,500;2015 July;The Art of Gundam Exhibit exclusive clear color variant of RG-01.  Advanced MS Joint 1;RG
RGGundam-SG.jpg; RX-78-2 Gundam Ver. GUNDAM docks at Singapore;Mobile Suit Gundam; S$55;2015 July;Gundam Docks at Singapore exclusive re-release of RG-01 with special marking sheet.  Advanced MS Joint 1;RG
RG-CharZaku-SG.jpg;MS-06S Zaku II (Char Aznable's Custom) Ver. GUNDAM docks at Singapore;Mobile Suit Gundam; S$55;2015 July;Gundam Docks at Singapore exclusive re-release of RG-02 with special marking sheet.  Advanced MS Joint 2;RG
RG_00_Raiser_Trans-Am_Gloss_Injection_Ver..jpg;GN-0000+GNR-010 Trans-Am Raiser Gloss Injection Ver.;Mobile Suit Gundam 00;¥3,000;2015 June;P-Bandai exclusive color variant of RG-18.  Advanced MS Joint 7;RG
RG_00_Raiser_Trans-Am_Clear_Ver..jpg; GN-0000+GNR-010 00 Raiser Trans-Am Clear Ver.;Mobile Suit Gundam 00;¥3,240;2015 November;Gunpla Expo World Tour 2015 exclusive clear color variant of RG GN-0000+GNR-010 Trans-Am Raiser Gloss Injection Ver..  Advanced MS Joint 7;RG
RG_Zeta_Gundam_III_Ver.GFT_Limited_Color.jpg;MSZ-006-3 Zeta Gundam III Ver.GFT Limited Color;Competition of New Gundam - Red or White -; ¥3,500;2015 November;Gundam Front Tokyo exclusive color variant of RG-10. Fully transformable kit.  Advanced MS Joint 6;RG
RG_00_Qan［T］_(Trans-Am_Clear_Ver.).jpg;GNT-0000 00 Qan[T] Trans-Am Clear Ver.;Mobile Suit Gundam 00 The Movie -A wakening of the Trailblazer-;¥2,700;2016 August;Gunpla Expo World Tour 2016 exclusive clear color variant of RG-21.  Advanced MS Joint 7;RG
RGGundamAstrayRedFrame-PlatedVer.png; MBF-P02 Gundam Astray Red Frame Plated Ver.;Mobile Suit Gundam SEED Astray;¥4,000;2016 February/August;C3 Hong Kong 2016 and C3 Tokyo 2016 exclusive color chrome plated variant of RG-19.  Advanced MS Joint 10;RG
RG_Gundam_Astray_Gold_Frame.jpg;MBF-P01 Gundam Astray Gold Frame;Mobile Suit Gundam SEED Astray;¥3,000;2016 July;"P-Bandai exclusive color variant of RG-19, with ""Gerbera Straight"" katana replaced by the ""Gáe Bulg"" rail bazooka. Comes with Rondo Gina Sahaku figurine. Includes stub piece to replicate unit with missing right arm.  Advanced MS Joint 10";RG
RG_Zeta_Gundam_III_Initial_Verification_Type_GFT_Clear_Color.jpg;MSZ-006-3 Zeta Gundam III Ver.GFT Limited Clear Color;Competition of New Gundam - Red or White -; ¥3,400;2016 July;Gundam Front Tokyo exclusive clear color variant of RG MSZ-006-3 Zeta Gundam III Ver.GFT. Fully transformable kit.  Advanced MS Joint 6;RG
RG_00_Gundam_Seven_Sword.jpg; GN-0000/7S 00 Gundam Seven Sword;Mobile Suit Gundam 00V;¥3,240;2016 November;Gunpla Expo World Tour 2016 exclusive parts variant of RG-18. Released as a P-Bandai exclusive in December 2016. Includes clear adjustable stand for GN Buster Sword II.  Advanced MS Joint 7;RG
RG_Gundam_Exia_Trans-Am_Clear_Ver.jpg; GN-001 Gundam Exia Trans-Am Clear Ver.;Mobile Suit Gundam 00;¥2,500;2016 November;Gunpla Expo World Tour 2016 exclusive clear color variant of RG GN-001 Gundam Exia (Trans-Am Mode) Gloss Injection Ver..  Advanced MS Joint 7;RG
RG_Gundam_Astray_Blue_Frame_Plated_Ver.jpg; MBF-P03 Gundam Astray Blue Frame Plated Ver.;Mobile Suit Gundam SEED Astray;¥2,500;2016 November;Gunpla Expo World Tour 2016 exclusive color variant of RG-19. Color chrome plated variant of RG MBF-P03 Gundam Astray Blue Frame.  Advanced MS Joint 10;RG
RG_Expansion_Set_for_RG_Sinanj.jpg;Sinanju;Mobile Suit Gundam Unicorn;¥1,944;2016 September;P-Bandai exclusive accessory kit for RG-22. Includes two Rocket Bazookas (taken from BPSW-007), Beam Axe effect parts, additional hands, battle damaged head as seen in The Ghost of Laplace, episode 3, and Daguza Mackle figurine.  N/A;RG
RG_00_Qan-T-_Full_Saber.jpg;GNT-0000/FS 00 Qan[T] Full Saber;Mobile Suit Gundam 00V: Battlefield Record;¥3,200;2017 April;P-Bandai exclusive re-release of RG-21 with GN Sword IV Full Saber.  Advanced MS Joint 7;RG
25-SP_RGUnicornGundam-FirstPress.jpg;"RX-0 Unicorn Gundam [Premium ""Unicorn Mode"" Box]";Mobile Suit Gundam Unicorn;¥3,800;2017 August;Limited first press release of RG-25 with exclusive box cover featuring Unicorn Gundam in Unicorn Mode.  Advanced MS Framework;RG
Gunpla_RG_Sinanju_MetallicGrossInjection_box.jpg; MSN-06S Sinanju [Metallic Gloss Injection];Mobile Suit Gundam Unicorn;¥4,000;2017 August;The Gundam Base Tokyo and The Gundam Base Online Shop exclusive metallic color variant of RG-22.  Advanced MS Joint 5;RG
Gunpla_RG_GundamMkII_RGLimitedColor_box.jpg; RX-178 Gundam Mk-II RG Limited Color Ver.;Mobile Suit Zeta Gundam;¥2,700;2017 August;P-Bandai exclusive color variant of RG-08 in RX-78-2 Gundam colors and Amuro Ray markings.  Advanced MS Joint 5;RG
Gunpla_RG_ZetaGundam_RGLimitedColor_box.jpg; MSZ-006 Zeta Gundam RG Limited Color Ver.;Mobile Suit Zeta Gundam;¥3,200;2017 August;P-Bandai exclusive color variant of RG-10 with Amuro Ray markings.  Advanced MS Joint 6;RG
